Feature_Number,Avg_NDCG@10,Std_NDCG@10,Best_NDCG@10,Avg_MAP@10,Std_MAP@10,Best_MAP@10
1,0.3414835153524683,0.009125441805054858,0.3460462362549957,0.14135750619033868,0.00036070012501709936,0.1420789064403729
2,0.35690386392882856,0.007461602663349513,0.3709094516732138,0.1370203276534162,0.013340507520071765,0.15619011923755144
3,0.37056244270668803,0.023488757651989833,0.41200031390324365,0.14398756955439207,0.016062406303828585,0.17540966702630253
4,0.3786485675189053,0.005045317638832115,0.3841072470991084,0.13550192323630092,0.003314221130753529,0.14071671857883908
5,0.3871771955973837,0.007783619936464153,0.3958378360425113,0.1380544427765362,0.009797377404932906,0.1473336356184158
6,0.3860178609633489,0.003923989856514478,0.3898510419168374,0.14025199895447665,0.004207896009329083,0.14708617799935753
7,0.38621794397267095,0.008109589684370514,0.3968811794569071,0.13571428938595628,0.005574390238320582,0.14364073492128202
8,0.3916610910391822,0.006354938581343894,0.4023604969529157,0.14003456586568336,0.005273530450995179,0.14666317461387465
9,0.4017317331486363,0.011167899084052135,0.4210418394840096,0.1389427217539108,0.008827229514891873,0.15483210166135328
10,0.4057505087397345,0.01246625135291985,0.42677949164377416,0.14004237891187213,0.0032255010689230426,0.14462836796725048
11,0.40814281827033566,0.014577884392253831,0.4271561033348687,0.14594728096543064,0.006674643435017495,0.15405708758779046
12,0.3971528117231955,0.00260965813369467,0.39936673351920543,0.1389048725577127,0.00477141599225643,0.14551694946827368
13,0.39271076163454494,0.007641881043112869,0.40261398267082565,0.1409341273878778,0.004077533513458942,0.14817085091492044
14,0.3940580767949491,0.009000080353751735,0.4025961621196801,0.14118815087533423,0.006253546358283493,0.1496757991498603
15,0.39438374254918807,0.006079321550713079,0.4039063325617704,0.14084075928151554,0.004774318006364994,0.14916332298516127
16,0.39978773421187047,0.0096298186698139,0.41554041343958015,0.13941355503162126,0.007462677820714619,0.14583914138166426
17,0.4032926802383643,0.0032413953098290736,0.4080273183572959,0.14396438051270907,0.005647254872738478,0.15504527250117506
18,0.3913911315908717,0.005778439558249371,0.3987415050794987,0.136935123368814,0.00575421456025262,0.14730175902131065
19,0.40345236411923047,0.005294921644975172,0.4121965525895921,0.13913207228742205,0.005482771162739464,0.14775208301082984
20,0.3919991632312822,0.009039093862272262,0.40655809573365526,0.13983142632872922,0.0033126534376364657,0.1430500009188324
21,0.38904575888312826,0.00998739732328316,0.4018963873346101,0.14059784858237104,0.005358438772035162,0.14782853223856218
22,0.3931193744521525,0.00692307095619607,0.4054635608199853,0.14042247920135972,0.0020245868995087974,0.1427844689609804
23,0.387182814245018,0.006614097632665507,0.3953823054630087,0.13711345571896857,0.0053494060399633,0.14580149479626206
24,0.39478154604406807,0.00510373163505675,0.39977231801073027,0.1407923517239846,0.0025448406088395144,0.14403531914677625
25,0.39050679675070166,0.005439748826909128,0.3960004177073625,0.13761774331046375,0.005105674818803517,0.14673018608927324
26,0.3896011726215436,0.007985067153450766,0.40243176257285546,0.14083021304742868,0.003142477648620577,0.1440770258344354
27,0.3931721327746709,0.010086136258225084,0.40608923757503695,0.13973710334571984,0.008877117253572894,0.15661731227633946
28,0.389945695148815,0.003788399395758715,0.39540573498134624,0.13854784059990619,0.005997641643066966,0.14939104207814105
29,0.3806072796770109,0.003462687403876796,0.38548591402537247,0.13438159970985272,0.002009780822260971,0.1370418003114644
30,0.38180560556657694,0.005092407449321593,0.39056621413948317,0.13270106822216599,0.006428591262381132,0.14153599291195165
31,0.3850183256241232,0.010115065824433816,0.3950151778104661,0.13888862051124345,0.004250498617632148,0.14243629991956777
32,0.3798968529131706,0.006236894866260237,0.3885951164011165,0.1373024440369869,0.0042958346913189475,0.14375949522599707
33,0.37934751183093157,0.007738330427223138,0.3915422673307265,0.13322466011676137,0.0035048417290985674,0.1387557457956707
34,0.3788194981259504,0.004844525601159446,0.385401255775243,0.13681265474237367,0.003794744620227196,0.14425116827754442
35,0.37689694330282975,0.006569177930214182,0.38796444478665626,0.13478128574666845,0.002991104340286977,0.13938921019044814
36,0.37198606105050047,0.005844793514733086,0.3791823010049794,0.134134091819307,0.00495200413588311,0.14332345696259127
37,0.3783191485130964,0.004150954609981315,0.3851720548556365,0.14198425223556788,0.003942946154486836,0.1473497088592593
38,0.3760874018373715,0.006718450552637258,0.3844675029394683,0.13349407438855204,0.012183328110326705,0.1486263485256391
39,0.3782148963542869,0.0075001497621031655,0.3869316330993205,0.13366741944810087,0.0072094788750824675,0.14247965924307593
40,0.3626269545225951,0.002998900127804609,0.3673662354215234,0.1297767614191063,0.0056942391564291225,0.1358833275387878
41,0.3729303188318911,0.007292720159791747,0.3831181855271405,0.13234075278468996,0.005086050590363276,0.137026745721793
42,0.3681274779101491,0.003670036103007183,0.37425972189700213,0.12825719420646806,0.008434526327954918,0.14253039822749974
43,0.36313471695770233,0.00986120589133388,0.37337114152599776,0.13044054488570564,0.00674358238168333,0.1380176023461616
44,0.35906138737392335,0.00520734591295163,0.36791470799401327,0.12351727046133652,0.004854816996609785,0.13271652249236546
